District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Hyderabad,Rice,Loam,5.02,5.0,5446265.17,80.03
Hyderabad,Maize,Sandy,19.09,50.0,27843043.36,39.16
Sukkur,Cotton,Sandy,13.88,20.0,19480476.84,84.05
Faisalabad,Wheat,Sandy,3.29,20.0,3909261.58,40.86
Sukkur,Sugarcane,Sandy,14.89,40.0,30788024.77,71.16
Lahore,Cotton,Loam,17.04,15.0,23868856.25,380.79
Sargodha,Cotton,Loam,15.38,25.0,19859227.05,81.73
Sargodha,Wheat,Loam,14.66,50.0,13630152.56,29.76
Sargodha,Maize,Loam,4.21,20.0,4013817.89,20.63
Hyderabad,Sugarcane,Clay,11.03,5.0,13099944.2,192.26
Sargodha,Cotton,Sandy,13.86,20.0,24013546.44,136.54
Sargodha,Cotton,Sandy,12.28,30.0,21838253.38,79.95
Multan,Wheat,Sandy,2.85,15.0,4300050.45,39.32
Sukkur,Rice,Sandy,14.58,7.5,37488026.14,443.41
Hyderabad,Sugarcane,Loam,19.58,50.0,31118421.08,47.05
Multan,Maize,Sandy,2.03,7.5,3439896.92,64.11
Sukkur,Cotton,Clay,19.26,30.0,15547929.15,47.28
Lahore,Maize,Sandy,2.84,10.0,3988188.24,98.16
Lahore,Cotton,Clay,7.1,50.0,6501662.64,31.21
Sukkur,Wheat,Sandy,6.02,25.0,8105503.81,30.22
Faisalabad,Rice,Loam,11.91,5.0,15428378.72,651.16
Sargodha,Maize,Loam,12.0,20.0,11757607.58,62.9
Multan,Rice,Clay,17.24,20.0,17059876.73,117.53
Hyderabad,Maize,Loam,5.64,25.0,6613294.28,19.49
Bahawalpur,Maize,Loam,12.68,20.0,11431612.65,150.9
Lahore,Rice,Clay,12.95,20.0,18602842.19,228.52
Faisalabad,Maize,Loam,17.01,20.0,15782226.18,162.07
Multan,Wheat,Sandy,16.77,10.0,27735139.51,394.74
Lahore,Wheat,Loam,8.63,40.0,10613887.78,61.6
Bahawalpur,Cotton,Loam,10.92,7.5,15438092.45,546.31
Sukkur,Rice,Clay,9.79,7.5,12317387.99,149.41
Bahawalpur,Maize,Sandy,14.34,50.0,18627091.86,98.05
Multan,Cotton,Loam,9.94,30.0,13516252.02,64.78
Hyderabad,Wheat,Clay,2.81,5.0,2595107.98,35.92
Hyderabad,Maize,Sandy,3.47,30.0,4409950.3,11.0
Sukkur,Sugarcane,Sandy,11.51,50.0,21230262.21,40.32
Multan,Rice,Sandy,13.89,40.0,29340615.87,104.41
Sargodha,Sugarcane,Clay,1.39,15.0,1371539.98,9.45
Lahore,Cotton,Clay,10.52,15.0,9754204.21,158.55
Multan,Cotton,Sandy,7.35,50.0,12091723.16,35.31
Sargodha,Cotton,Loam,3.74,15.0,4046724.9,27.85
Multan,Wheat,Clay,2.09,5.0,2056469.41,58.63
Sargodha,Cotton,Clay,18.78,40.0,18405042.79,51.37
Sargodha,Cotton,Loam,11.23,15.0,14624660.36,108.55
Bahawalpur,Rice,Loam,18.31,50.0,27119548.51,139.35
Faisalabad,Sugarcane,Clay,3.93,40.0,4534501.01,23.87
Faisalabad,Rice,Loam,15.9,20.0,23481006.5,254.43
Sukkur,Sugarcane,Loam,19.54,15.0,22975623.66,132.89
Hyderabad,Sugarcane,Sandy,1.89,25.0,2493230.03,7.5
Multan,Cotton,Sandy,14.28,20.0,22018989.53,165.6
Multan,Rice,Loam,4.55,30.0,8145549.53,37.73
Lahore,Maize,Clay,8.36,20.0,6430564.17,79.15
Sargodha,Cotton,Clay,9.86,20.0,7912746.39,42.55
Multan,Rice,Loam,4.32,5.0,6141182.47,184.59
Bahawalpur,Maize,Sandy,1.92,25.0,3570913.29,39.68
Lahore,Wheat,Clay,17.02,40.0,21236282.8,118.73
Sukkur,Wheat,Clay,8.35,15.0,8447002.69,50.81
Hyderabad,Sugarcane,Sandy,17.92,10.0,33570630.58,233.61
Hyderabad,Cotton,Loam,16.41,50.0,18570180.41,27.63
Lahore,Rice,Clay,16.78,7.5,19685556.35,641.98
Faisalabad,Sugarcane,Clay,10.44,50.0,11450248.64,48.59
Lahore,Maize,Clay,18.68,25.0,13273938.62,125.06
Sukkur,Wheat,Loam,14.01,20.0,20026227.14,87.43
Multan,Sugarcane,Loam,3.06,50.0,4569999.55,13.09
Hyderabad,Cotton,Sandy,1.35,10.0,2266630.63,16.69
Hyderabad,Maize,Sandy,16.41,30.0,23982298.32,60.45
Lahore,Wheat,Loam,9.53,20.0,9584409.24,110.28
Lahore,Rice,Loam,5.38,15.0,8749212.23,138.38
Multan,Sugarcane,Sandy,8.29,20.0,15320643.39,115.64
Sukkur,Cotton,Sandy,15.03,10.0,20064834.69,187.9
Multan,Wheat,Loam,5.0,30.0,5576850.74,27.25
Lahore,Maize,Loam,11.87,40.0,9678706.03,57.03
Multan,Rice,Loam,4.57,10.0,5281067.05,74.97
Sargodha,Rice,Sandy,4.45,20.0,7451284.44,41.73
Multan,Wheat,Clay,17.45,50.0,15561248.33,46.04
Multan,Rice,Sandy,8.69,25.0,17050385.99,99.74
Bahawalpur,Rice,Loam,7.89,7.5,10022012.09,362.7
Multan,Maize,Clay,2.71,15.0,2388400.37,22.88
Lahore,Rice,Loam,17.47,10.0,25563269.72,615.01
Sukkur,Rice,Clay,15.83,20.0,16464000.61,76.6
Faisalabad,Wheat,Clay,13.55,25.0,13688520.05,122.37
Sukkur,Wheat,Sandy,5.82,25.0,9358749.75,33.55
Sargodha,Cotton,Sandy,8.62,25.0,15161739.74,63.43
Sargodha,Cotton,Sandy,8.34,50.0,14892130.42,33.51
Sukkur,Rice,Sandy,1.09,20.0,1828527.15,8.07
Multan,Sugarcane,Sandy,16.94,20.0,36586306.03,254.37
Hyderabad,Sugarcane,Clay,3.25,30.0,3913917.2,9.59
Sargodha,Maize,Sandy,2.8,50.0,4372038.91,9.16
Hyderabad,Sugarcane,Loam,19.11,20.0,17238456.02,62.01
Sargodha,Rice,Sandy,18.6,50.0,41683914.96,86.03
Multan,Sugarcane,Loam,19.21,30.0,28495404.67,133.26
Sargodha,Maize,Loam,2.28,7.5,1679581.96,23.42
Bahawalpur,Sugarcane,Clay,10.01,40.0,12536317.96,87.36
Faisalabad,Sugarcane,Sandy,3.61,5.0,8577356.64,363.69
Multan,Wheat,Loam,16.53,7.5,18273022.14,358.8
Lahore,Sugarcane,Clay,2.31,7.5,1952585.52,59.73
Bahawalpur,Maize,Loam,1.51,7.5,1296762.58,46.31
Sargodha,Wheat,Loam,1.62,25.0,1987620.33,8.58
Lahore,Rice,Loam,4.2,5.0,5831811.76,262.58
Sukkur,Sugarcane,Loam,3.68,20.0,4835123.65,20.81
Multan,Sugarcane,Sandy,12.34,15.0,20493553.62,188.01
Sukkur,Maize,Loam,14.41,10.0,13878110.94,123.8
Multan,Rice,Loam,17.12,25.0,25036026.54,141.87
Faisalabad,Sugarcane,Clay,3.64,5.0,4278100.48,188.39
Lahore,Sugarcane,Clay,14.87,50.0,19597917.99,95.79
Sukkur,Maize,Clay,17.3,25.0,13029250.0,45.24
Multan,Rice,Loam,4.63,7.5,6637405.22,128.41
Bahawalpur,Maize,Loam,16.14,40.0,13515112.14,94.8
Bahawalpur,Sugarcane,Sandy,12.75,40.0,21907599.19,153.16
Multan,Wheat,Clay,7.34,20.0,6886503.88,51.07
Bahawalpur,Cotton,Loam,16.18,15.0,19379975.28,359.91
Sukkur,Sugarcane,Clay,17.78,10.0,18162865.13,166.96
Hyderabad,Maize,Clay,8.06,5.0,8215742.73,115.54
Sargodha,Maize,Sandy,10.98,7.5,17250649.42,249.56
Sargodha,Rice,Clay,3.21,20.0,3921637.66,21.95
Bahawalpur,Maize,Sandy,14.66,50.0,18033938.87,94.74
Hyderabad,Cotton,Loam,14.75,15.0,17687319.54,87.27
Lahore,Maize,Clay,10.31,40.0,8536880.14,51.66
Bahawalpur,Rice,Sandy,3.53,30.0,7041414.13,62.4
Sargodha,Wheat,Clay,16.14,30.0,15109565.09,52.9
Multan,Cotton,Clay,19.9,20.0,21516775.42,147.22
Lahore,Wheat,Sandy,12.0,50.0,16447618.36,81.14
Sargodha,Cotton,Clay,11.08,40.0,10560927.27,29.97
Lahore,Rice,Loam,12.22,7.5,23677588.01,769.39
Lahore,Sugarcane,Loam,18.84,50.0,20318320.18,100.21
Sargodha,Cotton,Clay,8.14,10.0,6807633.94,73.17
Multan,Rice,Loam,19.37,15.0,23867349.97,219.41
Hyderabad,Cotton,Clay,4.01,25.0,3258487.2,9.46
Bahawalpur,Maize,Sandy,10.0,20.0,16381096.04,225.27
Hyderabad,Rice,Loam,10.9,15.0,17937335.2,88.13
Faisalabad,Maize,Clay,1.08,7.5,588151.47,17.07
Faisalabad,Maize,Clay,18.11,7.5,17429653.32,524.7
Sukkur,Cotton,Loam,17.64,30.0,19757027.16,62.09
Sargodha,Sugarcane,Loam,6.87,25.0,7499521.05,31.98
Hyderabad,Rice,Clay,17.16,25.0,21566341.38,60.49
Lahore,Sugarcane,Loam,3.97,7.5,4103489.03,131.72
Faisalabad,Rice,Sandy,1.64,5.0,3839687.56,174.16
Lahore,Cotton,Clay,7.92,30.0,5763766.14,45.89
Multan,Sugarcane,Loam,17.5,40.0,23983704.98,89.0
Sukkur,Wheat,Clay,17.27,7.5,16056587.44,201.46
Sukkur,Sugarcane,Clay,7.17,5.0,7962843.48,140.78
Lahore,Maize,Clay,19.18,10.0,18538922.19,452.31
Sukkur,Rice,Sandy,18.34,30.0,32476166.45,96.01
Sargodha,Wheat,Clay,11.04,15.0,11573332.7,86.02
Multan,Rice,Sandy,3.74,50.0,7819922.82,22.31
Hyderabad,Sugarcane,Loam,4.44,7.5,6339798.87,60.03
Hyderabad,Cotton,Sandy,2.37,25.0,3290577.24,9.01
Faisalabad,Rice,Loam,3.81,5.0,4384426.13,195.36
Sukkur,Wheat,Clay,7.69,7.5,8062359.24,101.17
Bahawalpur,Sugarcane,Sandy,16.92,7.5,32966459.33,1242.28
Multan,Wheat,Clay,17.81,25.0,14011230.83,82.76
Multan,Wheat,Clay,10.76,7.5,8690378.31,161.04
Hyderabad,Maize,Sandy,14.88,30.0,18929007.44,45.87
Sargodha,Rice,Sandy,4.21,7.5,11069900.52,156.57
Lahore,Cotton,Loam,13.62,50.0,16599609.91,77.29
Hyderabad,Wheat,Clay,8.59,5.0,7182826.34,98.44
Lahore,Sugarcane,Loam,8.71,10.0,10738457.64,246.04
Sargodha,Maize,Sandy,4.81,5.0,6629583.98,146.96
Multan,Maize,Sandy,10.91,7.5,15019649.94,285.44
Sukkur,Rice,Sandy,13.71,5.0,27980023.4,506.16
Multan,Sugarcane,Sandy,4.62,50.0,8172916.31,23.39
Sukkur,Maize,Clay,4.97,7.5,4544718.48,54.19
Lahore,Wheat,Loam,13.8,15.0,11684572.41,185.27
Lahore,Maize,Sandy,11.28,15.0,15188525.17,247.12
Faisalabad,Maize,Sandy,18.33,10.0,30439435.52,693.26
Hyderabad,Wheat,Loam,6.33,10.0,6555598.91,47.49
Bahawalpur,Wheat,Sandy,10.53,10.0,17094898.66,485.57
Lahore,Wheat,Sandy,6.51,5.0,10386354.23,507.94
Bahawalpur,Rice,Loam,15.48,40.0,27410905.24,177.07
Multan,Sugarcane,Sandy,2.22,15.0,4217958.09,42.47
Lahore,Cotton,Sandy,15.03,10.0,21758652.84,531.38
Lahore,Maize,Loam,15.85,15.0,13412731.41,212.91
Faisalabad,Sugarcane,Clay,10.63,7.5,13378129.28,373.95
Lahore,Maize,Sandy,15.47,20.0,19884439.16,240.47
Multan,Sugarcane,Clay,13.76,20.0,16813789.7,125.65
Sukkur,Cotton,Sandy,14.54,25.0,20693803.51,78.22
Multan,Rice,Clay,13.77,20.0,19519630.14,133.69
Lahore,Wheat,Clay,18.64,20.0,13470581.76,163.46
Multan,Wheat,Sandy,11.22,10.0,22166318.21,309.74
Sargodha,Rice,Sandy,11.33,5.0,26048972.04,540.58
Sukkur,Sugarcane,Sandy,14.61,50.0,34643153.72,61.51
Multan,Cotton,Loam,9.37,50.0,10769183.77,31.91
Bahawalpur,Cotton,Loam,13.14,20.0,16604861.79,226.93
Sukkur,Maize,Sandy,5.81,5.0,7173383.69,132.72
Multan,Rice,Clay,11.58,25.0,13630563.91,75.85
Faisalabad,Cotton,Sandy,4.31,20.0,7602466.18,83.15
Hyderabad,Cotton,Clay,4.46,20.0,4445123.87,16.46
Hyderabad,Rice,Clay,1.32,10.0,1627257.78,12.35
Bahawalpur,Rice,Clay,17.94,40.0,15158834.63,100.34
Faisalabad,Wheat,Sandy,4.5,20.0,7754173.76,86.7
Faisalabad,Wheat,Loam,18.1,40.0,21534747.14,116.92
Lahore,Cotton,Loam,5.74,20.0,6431048.74,74.25
Faisalabad,Rice,Loam,14.06,10.0,22814523.28,485.1
Sargodha,Sugarcane,Clay,14.09,50.0,19475893.47,43.24
Hyderabad,Sugarcane,Loam,2.47,20.0,2752184.74,9.93
Sargodha,Wheat,Sandy,2.2,5.0,3371507.54,76.21
Multan,Rice,Loam,15.26,25.0,22908520.74,134.01
Bahawalpur,Maize,Loam,6.33,50.0,3745269.57,20.81
Sukkur,Maize,Loam,9.6,25.0,11060974.8,38.02
Faisalabad,Rice,Sandy,18.19,15.0,28138364.49,393.47
Hyderabad,Rice,Clay,1.38,25.0,1326500.68,4.01
Multan,Rice,Loam,10.65,30.0,15025284.16,68.79
Lahore,Cotton,Sandy,11.3,15.0,20746321.44,338.89
Faisalabad,Sugarcane,Clay,11.4,40.0,15317384.96,87.05
Multan,Wheat,Clay,12.04,50.0,10458908.01,30.73
Multan,Rice,Loam,7.26,50.0,10599058.19,30.24
Multan,Sugarcane,Clay,8.92,15.0,9776544.61,92.27
Lahore,Rice,Sandy,10.04,7.5,19231146.62,577.63
Bahawalpur,Sugarcane,Loam,8.44,5.0,10573904.0,549.54
Bahawalpur,Sugarcane,Loam,9.19,10.0,14183966.51,397.06
Sukkur,Rice,Loam,1.27,25.0,1620738.22,6.08
Faisalabad,Maize,Loam,1.58,25.0,1708355.85,15.52
Faisalabad,Cotton,Clay,5.04,7.5,4212792.12,124.24
Hyderabad,Sugarcane,Sandy,4.87,50.0,9015300.93,12.67
Faisalabad,Sugarcane,Clay,3.97,50.0,4104854.37,18.42
Sargodha,Sugarcane,Clay,15.71,20.0,15732036.96,83.17
Bahawalpur,Maize,Loam,10.04,50.0,8159089.27,44.45
Sukkur,Rice,Loam,4.43,20.0,4644739.91,20.45
Sukkur,Rice,Clay,10.59,30.0,10986661.58,34.47
Multan,Rice,Sandy,5.22,30.0,10686224.46,48.82
Faisalabad,Maize,Sandy,7.2,25.0,9142797.77,81.56
Faisalabad,Maize,Loam,15.27,20.0,16492737.53,180.93
Multan,Sugarcane,Sandy,10.16,10.0,11534353.87,159.14
Sukkur,Sugarcane,Clay,3.47,20.0,3620769.81,16.59
Sukkur,Sugarcane,Clay,19.12,7.5,22278847.79,274.63
Lahore,Rice,Clay,14.31,30.0,13954376.97,103.97
Lahore,Maize,Sandy,9.34,25.0,10212935.92,95.65
Multan,Wheat,Loam,19.88,20.0,24714949.64,179.81
Hyderabad,Maize,Loam,9.18,25.0,8346027.92,23.93
Faisalabad,Rice,Loam,17.75,7.5,28003854.67,816.26
Bahawalpur,Maize,Loam,8.32,10.0,9373788.95,257.62
Multan,Wheat,Sandy,11.08,40.0,16212457.33,61.05
Lahore,Cotton,Clay,6.77,50.0,5949972.89,28.96
Hyderabad,Sugarcane,Sandy,8.55,30.0,16001706.19,39.06
Multan,Sugarcane,Clay,7.04,30.0,7444895.99,36.58
Multan,Cotton,Clay,3.43,40.0,2484245.88,8.86
Faisalabad,Maize,Sandy,1.88,50.0,2444133.37,11.06
Sargodha,Cotton,Sandy,7.18,25.0,13965320.99,60.01
Lahore,Maize,Sandy,7.08,7.5,10498078.6,311.68
Faisalabad,Rice,Loam,4.92,30.0,6391665.17,46.68
Faisalabad,Rice,Loam,10.69,50.0,15804641.56,69.25
Sukkur,Maize,Loam,17.2,30.0,16032345.2,46.27
Sargodha,Wheat,Clay,19.44,25.0,18917260.36,83.62
Lahore,Rice,Clay,14.56,20.0,15108361.55,168.15
Sargodha,Wheat,Sandy,1.39,30.0,1419136.12,5.35
Multan,Cotton,Sandy,14.07,7.5,22192004.95,412.62
Multan,Cotton,Sandy,8.66,7.5,12636127.85,235.27
Faisalabad,Wheat,Clay,14.12,15.0,12059907.99,178.33
Multan,Cotton,Loam,9.74,30.0,12505491.73,62.41
Hyderabad,Sugarcane,Sandy,8.3,5.0,13381539.25,185.64
Faisalabad,Cotton,Clay,15.39,20.0,13555451.86,144.69
Lahore,Sugarcane,Clay,15.31,25.0,19736454.83,186.01
Hyderabad,Rice,Clay,11.03,7.5,9738114.45,94.67
Sukkur,Cotton,Clay,14.37,15.0,10817696.69,64.44
Multan,Sugarcane,Loam,7.28,5.0,10011732.19,285.92
Hyderabad,Rice,Sandy,6.34,50.0,12154455.63,18.09
Bahawalpur,Wheat,Loam,14.81,25.0,15194887.83,162.97
Bahawalpur,Wheat,Loam,5.34,15.0,5208447.26,89.47
Hyderabad,Sugarcane,Clay,16.5,15.0,15544282.13,74.11
Faisalabad,Wheat,Clay,4.34,15.0,3772031.87,52.3
Hyderabad,Cotton,Loam,3.84,7.5,4588969.13,44.17
Sukkur,Sugarcane,Clay,15.01,25.0,18909652.4,68.75
Sukkur,Wheat,Loam,7.21,5.0,7748264.79,146.43
Sukkur,Maize,Sandy,18.6,30.0,34022651.54,100.07
Hyderabad,Rice,Sandy,15.25,7.5,38027627.37,370.93
Multan,Cotton,Sandy,5.69,50.0,8910428.42,25.34
Multan,Sugarcane,Loam,19.57,10.0,27766408.44,418.12
Bahawalpur,Wheat,Clay,12.33,30.0,10225771.01,89.08
Sargodha,Cotton,Clay,8.24,10.0,8958359.07,100.47
Faisalabad,Maize,Clay,13.26,20.0,9586403.9,105.01
Lahore,Cotton,Clay,12.4,50.0,11432262.57,51.91
Bahawalpur,Wheat,Sandy,7.05,30.0,13126970.88,120.48
Faisalabad,Rice,Sandy,7.13,40.0,15340406.18,79.17
Sukkur,Maize,Sandy,14.55,25.0,18664443.2,64.05
Faisalabad,Rice,Sandy,2.8,7.5,4252486.21,116.99
Lahore,Cotton,Sandy,13.22,30.0,25748289.2,206.47
Faisalabad,Wheat,Clay,10.8,40.0,9650392.37,53.21
Lahore,Sugarcane,Sandy,19.43,20.0,35737228.2,409.75
Hyderabad,Maize,Clay,3.1,10.0,3190853.42,22.9
Sargodha,Cotton,Clay,14.94,15.0,14565137.12,107.25
Faisalabad,Maize,Loam,15.94,15.0,15607938.3,227.41
Hyderabad,Maize,Loam,14.64,30.0,8889013.02,21.79
Sargodha,Rice,Loam,12.1,25.0,13681833.45,62.37
Lahore,Wheat,Clay,8.36,40.0,7621579.55,43.48
Sargodha,Rice,Clay,1.55,25.0,2136080.62,9.15
Sargodha,Maize,Clay,6.63,20.0,4847835.01,26.96
Multan,Sugarcane,Clay,2.19,25.0,2317480.08,13.28
Multan,Sugarcane,Sandy,10.8,30.0,22015649.46,104.46
Sargodha,Maize,Sandy,11.96,25.0,15566002.33,67.27
Multan,Cotton,Sandy,16.74,50.0,26640232.21,73.93
Bahawalpur,Sugarcane,Clay,7.32,30.0,6816105.09,61.51
Sukkur,Cotton,Sandy,2.11,50.0,3909611.3,6.93
Lahore,Maize,Loam,18.44,5.0,21060872.92,1014.72
Sargodha,Rice,Loam,11.54,7.5,16520794.41,229.17
Multan,Rice,Clay,9.6,20.0,8717661.84,65.08
Lahore,Rice,Loam,15.73,7.5,20223350.01,651.48
Bahawalpur,Sugarcane,Clay,11.57,10.0,12485388.4,347.76
Lahore,Maize,Loam,10.81,15.0,10416845.21,160.1
Bahawalpur,Sugarcane,Sandy,17.39,50.0,28623817.11,150.66
Sukkur,Wheat,Sandy,3.29,5.0,5564000.46,97.32
Hyderabad,Wheat,Sandy,13.04,40.0,17231277.48,32.09
Sargodha,Wheat,Sandy,3.04,40.0,4714859.7,12.6
Faisalabad,Cotton,Loam,1.97,10.0,1942369.49,42.9
Bahawalpur,Wheat,Sandy,8.77,20.0,12286431.76,163.59
Lahore,Sugarcane,Sandy,17.5,30.0,24289495.03,188.97
Multan,Maize,Clay,1.94,30.0,1702380.26,7.92
Lahore,Rice,Clay,16.87,5.0,19717100.42,959.7
Hyderabad,Wheat,Loam,13.71,40.0,15300888.93,27.71
Sargodha,Wheat,Clay,12.67,30.0,13046791.41,49.34
Bahawalpur,Rice,Sandy,19.62,5.0,32255171.0,1720.8
Lahore,Rice,Sandy,6.03,10.0,9977791.34,237.1
Sukkur,Wheat,Loam,13.41,15.0,12900898.94,81.44
Bahawalpur,Sugarcane,Loam,6.96,7.5,8229904.18,310.62
Sargodha,Maize,Loam,11.4,30.0,12893858.74,47.01
Sukkur,Cotton,Loam,8.15,15.0,7755200.04,45.72
Sukkur,Rice,Loam,8.35,7.5,12003669.76,137.95
Bahawalpur,Maize,Clay,17.73,10.0,13655221.39,385.41
Lahore,Maize,Loam,12.19,15.0,11313573.0,171.05
Faisalabad,Rice,Loam,3.28,50.0,5752691.27,24.17
Multan,Maize,Sandy,9.02,10.0,7176351.37,100.81
Hyderabad,Wheat,Sandy,16.62,30.0,34653001.84,79.43
Lahore,Wheat,Loam,12.25,5.0,14318965.88,674.1
Multan,Rice,Clay,15.59,7.5,14623267.81,283.05
Faisalabad,Maize,Loam,19.83,15.0,23893939.41,356.69
Sukkur,Maize,Sandy,12.68,10.0,16523081.65,149.1
Sargodha,Wheat,Clay,16.67,20.0,14805858.55,76.62
Multan,Maize,Clay,13.21,20.0,12373303.24,89.43
Lahore,Wheat,Clay,13.26,30.0,15094987.07,118.15
Faisalabad,Cotton,Loam,6.78,25.0,7472450.54,63.31
Bahawalpur,Sugarcane,Loam,7.79,15.0,8031031.38,148.19
Bahawalpur,Rice,Clay,12.52,20.0,13801818.71,179.73
Hyderabad,Rice,Sandy,5.73,10.0,10010428.14,74.79
Hyderabad,Maize,Clay,7.86,10.0,4653999.77,31.96
Lahore,Maize,Loam,14.3,40.0,12490641.43,71.04
Lahore,Cotton,Loam,7.77,25.0,7122584.54,68.12
Lahore,Wheat,Clay,4.16,30.0,2938673.76,23.71
Sargodha,Wheat,Clay,19.43,7.5,19199526.48,288.95
Sargodha,Maize,Clay,1.51,7.5,1240000.57,17.94
Hyderabad,Rice,Loam,1.49,40.0,2034044.58,3.75
Hyderabad,Wheat,Sandy,19.99,10.0,26272483.47,180.07
Lahore,Maize,Sandy,4.31,10.0,7178879.37,162.81
Multan,Cotton,Sandy,7.07,20.0,11583430.86,81.12
Faisalabad,Maize,Clay,1.87,40.0,1700699.84,9.04
Multan,Cotton,Clay,16.26,25.0,14759987.33,81.93
Faisalabad,Rice,Loam,6.96,25.0,8928384.85,73.61
Multan,Wheat,Sandy,16.92,20.0,20038329.19,144.64
Multan,Sugarcane,Sandy,17.09,20.0,21871323.34,157.92
Bahawalpur,Maize,Sandy,16.11,40.0,13541655.26,90.59
Bahawalpur,Sugarcane,Clay,15.25,15.0,16615984.68,294.97
Multan,Wheat,Clay,12.44,40.0,11114979.7,39.35
Sargodha,Sugarcane,Sandy,13.51,7.5,23376940.66,327.71
Sargodha,Cotton,Clay,6.05,40.0,5093844.53,13.46
Sargodha,Sugarcane,Loam,13.15,50.0,17206010.57,35.85
Multan,Maize,Sandy,11.47,40.0,14924508.06,52.28
Hyderabad,Wheat,Clay,5.87,5.0,5745002.42,79.88
Lahore,Wheat,Loam,19.83,10.0,23604009.61,531.87
Faisalabad,Rice,Clay,9.35,25.0,13481667.12,110.87
Sukkur,Rice,Loam,11.77,50.0,20884204.43,36.87
Lahore,Wheat,Loam,5.65,30.0,6176449.43,50.38
Sukkur,Maize,Loam,9.98,40.0,11186260.87,25.9
Multan,Maize,Clay,19.27,20.0,18697185.19,140.94
Bahawalpur,Wheat,Clay,5.57,50.0,6422136.86,33.65
Lahore,Maize,Sandy,9.25,15.0,10539675.92,160.07
Lahore,Cotton,Clay,4.75,15.0,4141964.33,67.24
Multan,Wheat,Clay,17.7,5.0,15500249.86,433.29
Lahore,Wheat,Clay,11.15,20.0,13436276.29,152.93
Bahawalpur,Cotton,Sandy,2.49,15.0,3403791.76,63.59
Multan,Cotton,Sandy,6.31,40.0,8160305.91,29.29
Faisalabad,Wheat,Clay,9.33,30.0,9066599.08,63.93
Faisalabad,Maize,Sandy,10.31,30.0,16239798.02,119.92
Faisalabad,Maize,Sandy,1.67,20.0,2789915.42,28.93
Faisalabad,Cotton,Clay,3.56,30.0,2600036.29,18.17
Sargodha,Maize,Sandy,4.34,50.0,5361207.58,11.95
Faisalabad,Maize,Clay,5.92,40.0,5911839.24,33.33
Sargodha,Cotton,Loam,3.87,5.0,4527584.4,93.11
Sargodha,Sugarcane,Sandy,2.53,15.0,4082001.75,29.91
Faisalabad,Wheat,Loam,5.5,7.5,5167177.63,148.19
Faisalabad,Rice,Loam,7.08,20.0,6820233.63,70.55
Bahawalpur,Sugarcane,Sandy,12.61,15.0,23085967.93,428.57
Sukkur,Wheat,Sandy,18.14,5.0,27067197.75,496.14
Hyderabad,Cotton,Clay,18.89,50.0,18073234.48,27.11
Multan,Wheat,Loam,9.14,50.0,7843198.23,22.5
Bahawalpur,Wheat,Loam,13.09,25.0,12392137.13,136.37
Sukkur,Rice,Clay,4.3,10.0,5245870.87,47.26
Multan,Cotton,Sandy,4.47,30.0,8504906.78,39.95
Faisalabad,Maize,Loam,14.2,15.0,14048080.27,201.35
Lahore,Wheat,Sandy,19.24,7.5,26704230.68,875.02
Faisalabad,Rice,Sandy,1.32,30.0,2708455.19,19.9
Sargodha,Wheat,Sandy,2.35,10.0,3440365.5,36.64
Multan,Rice,Loam,6.46,25.0,7083181.23,40.45
Faisalabad,Sugarcane,Clay,17.26,30.0,23011780.94,161.12
Hyderabad,Maize,Sandy,15.64,25.0,22359533.46,66.0
Bahawalpur,Cotton,Clay,16.77,7.5,15432026.82,528.4
Hyderabad,Sugarcane,Clay,6.56,5.0,6914337.09,98.43
Multan,Rice,Loam,10.81,30.0,18511623.34,93.78
Faisalabad,Cotton,Sandy,10.9,7.5,15038393.84,416.69
Sargodha,Maize,Sandy,14.1,50.0,18562138.32,38.93
Multan,Maize,Loam,12.01,40.0,13085278.54,49.36
Faisalabad,Maize,Clay,13.05,20.0,9363960.22,104.04
Hyderabad,Cotton,Sandy,6.96,10.0,11594192.9,84.53
Faisalabad,Sugarcane,Clay,13.57,30.0,14096188.4,96.47
Faisalabad,Maize,Sandy,16.1,25.0,26155779.7,220.15
Multan,Wheat,Loam,1.76,30.0,1955410.82,9.26
Sargodha,Cotton,Sandy,2.05,40.0,2808014.57,7.81
Sargodha,Maize,Clay,15.97,25.0,12323039.14,53.58
Sukkur,Maize,Sandy,10.72,10.0,12721367.35,120.62
Lahore,Rice,Loam,11.51,50.0,17768089.46,80.41
Sargodha,Cotton,Loam,4.51,7.5,5837366.1,82.27
Multan,Sugarcane,Sandy,19.83,40.0,42310800.43,148.83
Faisalabad,Wheat,Clay,18.16,40.0,12069621.59,68.48
Multan,Cotton,Loam,12.5,15.0,14137450.2,138.86
Faisalabad,Maize,Loam,19.48,5.0,21690901.26,963.69
Sukkur,Maize,Clay,3.61,40.0,3619172.24,8.31
Sukkur,Maize,Clay,18.67,50.0,14995933.36,26.73
Sukkur,Rice,Loam,13.45,15.0,19943047.71,118.93
Sargodha,Wheat,Sandy,1.54,15.0,2888839.03,20.02
Multan,Wheat,Loam,4.07,50.0,3506923.08,9.8
Sukkur,Wheat,Sandy,10.92,7.5,14905006.54,181.93
Lahore,Cotton,Sandy,11.35,5.0,16006121.3,727.35
Multan,Maize,Loam,19.0,20.0,16043217.83,116.83
